id_en;sentence_en;id_sk;sentence_sk
6921170;The cow was milked twice a day.;9063424;Krava bola dojená dva razy denne.
6405342;The girl milked the cow into the pails that stood by.;9063446;Dievča podojilo kravu do vedier, ktoré stáli neďaleko.
1507604;I love dreaming up sentences to post on Tatoeba.;9063469;Rád vymýšľam vety na zverejnenie na Tatoebe.
2405165;What would life be if we had no courage to attempt anything?;9063481;Čo by to bol za život, keby sme nemali odvahu nič podniknúť?
2632658;Allow me to properly introduce myself first.;9063493;Dovoľte mi, aby som sa najskôr predstavil ako sa patrí.
847248;We humans have a great way of twisting facts to fit our conclusion as soon as we have made one.;9063512;My ľudia máme skvelý spôsob prekrúcania skutočností, aby zapadli do nášho záveru, akonáhle si tento vytvoríme.
466652;Hi, everybody!;1078381;Ahojte, všetci!
1181558;Hello everybody!;1078381;Ahojte, všetci!
3924471;Hi, everybody.;1078381;Ahojte, všetci!
499391;Hi, everyone.;1078381;Ahojte, všetci!
2969508;Hello all!;1078381;Ahojte, všetci!
4644966;Hello! Can you hear me?;9068927;Ahoj! Počuješ ma?
7402367;He knew he had to apologize.;9068928;Vedel, že sa musí ospravedlniť.
7402368;She knew she had to apologize.;9068929;Vedela, že sa musí ospravedlniť.
2949789;We live near the school.;9068930;Bývame blízko školy.
465087;French is her native language.;9068942;Francúzština je jej rodný jazyk.
34153;French is her mother tongue.;9068943;Francúzština je jej materčina.
465088;French is her first language.;9068942;Francúzština je jej rodný jazyk.
465087;French is her native language.;9068943;Francúzština je jej materčina.
317953;In an emergency, use the stairway, not the elevator.;9068946;V prípade núdze využite schodisko, nie výťah.
22758;We demanded that he explain to us why he was late.;9068949;Žiadali sme, aby nám vysvetlil, prečo mešká.
1422482;Many things have changed in the last five years.;9068951;Za posledných päť rokov sa toho mnoho zmenilo.
6808915;I want to know what you've found out.;9068952;Chcem vedieť, na čo ste prišli.
6808915;I want to know what you've found out.;9068953;Chcem vedieť, čo ste zistili.
6418594;Mary said she didn't know where Tom lived.;9068955;Mária povedala, že nevie, kde žije Tom.
4664023;Please let Tom sleep a little longer.;9068956;Prosím, nechajte Toma pospať si troška dlhšie.
7399595;He says he wants to walk home.;9068963;Hovorí, že chce ísť domov pešky.
7399595;He says he wants to walk home.;9068965;Hovorí, že chce ísť domov peši.
7399596;She says she wants to walk home.;9068963;Hovorí, že chce ísť domov pešky.
7399596;She says she wants to walk home.;9068965;Hovorí, že chce ísť domov peši.
4144833;Excuse me, can you lower your voice a little bit?;9068970;Prepáčte, mohli by ste hovoriť trocha potichšie?
4144832;Excuse me, could you lower your voice a little?;9068970;Prepáčte, mohli by ste hovoriť trocha potichšie?
258884;I'm not used to making speeches in public.;9068976;Nie som zvyknutý rečniť na verejnosti.
257359;I am not accustomed to making speeches in public.;9068976;Nie som zvyknutý rečniť na verejnosti.
9071156;I'm very happy to be alive.;9071193;Som veľmi šťastný, že žijem.
9071156;I'm very happy to be alive.;9071194;Som veľmi šťastná, že žijem.
3907080;No one is listening to us.;9071204;Nikto nás nepočúva.
441959;Everyone was happy.;9071206;Všetci boli šťastní.
6088284;Everybody was happy.;9071206;Všetci boli šťastní.
32183;All were happy.;9071206;Všetci boli šťastní.
1744;The past can only be known, not changed. The future can only be changed, not known.;9071210;Minulosť môže byť iba poznaná, nie zmenená. Budúcnosť môže byť iba zmenená, nie poznaná.
64000;I look forward to hearing from you.;9071214;Teším sa na vašu odpoveď.
64000;I look forward to hearing from you.;9071215;Teším sa na tvoju odpoveď.
17944;I'm looking forward to hearing from you.;9071214;Teším sa na vašu odpoveď.
17944;I'm looking forward to hearing from you.;9071215;Teším sa na tvoju odpoveď.
63997;I am looking forward to hearing from you.;9071214;Teším sa na vašu odpoveď.
63997;I am looking forward to hearing from you.;9071215;Teším sa na tvoju odpoveď.
63351;Don't fail to write to me.;9071218;Nezabudnite mi napísať.
252131;I really dig that singer.;9071220;Naozaj zbožňujem toho speváka.
395054;I like that singer a lot.;9071220;Naozaj zbožňujem toho speváka.
252131;I really dig that singer.;9071222;Naozaj zbožňujem tú speváčku.
395054;I like that singer a lot.;9071222;Naozaj zbožňujem tú speváčku.
741469;In a mad world only the mad are sane.;9071224;V šialenom svete iba šialenci sú príčetní.
416171;French people don't think of anything as impossible.;9071227;Francúzi nepovažujú nič za nemožné.
667951;Worrying is like paying a debt you don't owe.;9071229;Robiť si starosti je ako platiť dlh, ktorý nemáte.
741459;If you're going to doubt everything, at least doubt your doubt.;9071231;Ak pochybuješ o všetkom, pochybuj i o svojich pochybnostiach.
2442562;In France, its birthplace, Tatoeba became a cultural and social phenomenon.;9071238;Vo Francúzsku, svojom rodisku, sa Tatoeba stala kultúrnym a spoločenským úkazom.
2480959;The pioneers overcame a set of obstacles.;9071240;Priekopníci prekonali množstvo prekážok.
1068306;He encountered unexpected obstacles.;9071242;Narazil na nečakané prekážky.
7477392;No future can compensate for what you let happen in the present.;9071246;Žiadna budúcnosť nedokáže vynahradiť to, čo necháte stať sa v súčasnosti.
2495436;People like us, who believe in physics, know that the distinction between past, present, and future is only a stubbornly persistent illusion.;9071247;Ľudia ako my, čo veria vo fyziku, vedia, že rozdiel medzi minulosťou, súčasnosťou a budúcnosťou je iba tvrdohlavo pretrvávajúcim klamom.
2632662;I'll be happy to teach you things.;9071249;Rád ťa naučím novým veciam.
3086241;There are so many languages in the world but there is not any word that can express how much I love you.;9071250;Na svete je toľko jazykov, ale nejestvuje žiadne slovo, ktoré by dokázalo vyjadriť, ako veľmi ťa milujem.
3191829;I'll do anything to help.;9071251;Urobím čokoľvek, aby som pomohol.
3824058;I'll do everything I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
8426954;I'll do everything that I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
8888331;I will do everything I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
8161176;I will do everything that I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
2541963;I'll do anything I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
2544290;I'll do what I can to help.;9071252;Urobím všetko, čo môžem, aby som pomohol.
7477406;A number is a human measure that can not reflect how good and important the beauties of life are, such as love, honesty, humility, respect and affection.;9071259;Číslo je ľudskou mierou, ktorá nedokáže odrážať to, aké dobré a dôležité sú krásy života ako je láska, čestnosť, pokora, úcta a náklonnosť.
3639025;For an idea to germinate and to be fruitful, it is necessary to scatter its seeds in the appropriate season.;9071261;Aby myšlienka vyklíčila a bola plodná, je nevyhnutné vo vhodnom období rozsiať jej semená.
3529677;Love is my true identity. Selflessness is my true self. Love is my true character. Love is my name.;9071262;Láska je moja skutočná totožnosť. Nesebeckosť moje skutočné ja. Láska je moja skutočná povaha. Láska je moje meno.
3373322;What is your nickname?;7496535;Akú máš prezývku?
3718076;Anything is blissful with you. Nothing is meaningful without you.;9071263;Všetko je s tebou blažené. Nič nie je zmysluplné bez teba.
4597870;Good night and sleep tight!;9071270;Dobrú noc a spi sladko!
4518215;My telephone number is 9876-5432.;9071272;Moje telefónne číslo je 9876 5432.
6133249;I love you from the bottom of my heart.;9071275;Milujem ťa z celého srdca.
5236577;I promise I'll stop procrastinating. Tomorrow.;9071279;Sľubujem, že si prestanem veci odkladať. Zajtra.
5064574;It is magnificent indeed.;9071280;To je skutočne nádherné.
3077584;I got a job offer.;9072092;Dostal som pracovnú ponuku.
2007706;Let's go have a beer.;9072170;Poďme na pivo!
1665034;This joke is not funny.;9072326;Tento vtip nie je vtipný.
7492816;This joke isn't funny.;9072326;Tento vtip nie je vtipný.
39346;Who is on duty?;9073933;Kto má službu?
2248195;I'm on duty.;9073943;Som v službe.
33965;Make your bed.;9075147;Posteľ si.
33965;Make your bed.;9075148;Usteľ si.
33965;Make your bed.;9075165;Zasteľ si.
5081924;Make your bed!;9075147;Posteľ si.
5081924;Make your bed!;9075165;Zasteľ si.
5081924;Make your bed!;9075148;Usteľ si.
33965;Make your bed.;9075206;Posteľte si.
5081924;Make your bed!;9075206;Posteľte si.
2648680;Tom made his bed.;9075213;Tom si postlal.
387642;Upstairs there were four made beds, but on three nobody ever slept.;9075219;Na poschodí boli štyri ustlané postele, na troch z nich však nikto nespával.
387642;Upstairs there were four made beds, but on three nobody ever slept.;9075220;Na poschodí boli štyri postlané postele, na troch z nich však nikto nespával.
7382306;Mary made her bed.;9075221;Mária si postlala.
7382306;Mary made her bed.;9075222;Mária si ustlala
7382306;Mary made her bed.;9075223;Mária si zastlala.
7389990;He made his bed.;9075227;Postlal si.
7389991;She made her bed.;9075228;Postlala si.
7389991;She made her bed.;9075229;Ustlala si.
7476840;They made their beds.;9075230;Postlali si.
7476840;They made their beds.;9075231;Zastlali si.
7476840;They made their beds.;9075232;Popostielali si.
7476840;They made their beds.;9075233;Ustlali si postele.
7765380;You made your bed.;9075235;Postlal si si.
8341754;I made the beds.;9075236;Postlal som.
64402;The maid made my bed.;9075239;Chyžná mi postlala.
6356439;Have you made your bed?;9075240;Postlal si si?
6356439;Have you made your bed?;9075241;Ustlal si si?
7470382;Tom and Mary made their beds.;9075242;Tom a Mária si ustlali postele.
8920289;He hasn't made the beds.;9075243;Neustlal postele.
8920290;He didn't make the beds.;9075243;Neustlal postele.
1719206;Have you ever made your bed by yourself?;9075246;Postlal si si niekedy posteľ sám?
1719206;Have you ever made your bed by yourself?;9075248;Ustlal si si niekedy sám?
1748119;When was the last time you made your bed?;9075250;Kedy si si naposledy postlal?
1685941;It's the first time I've made my bed!;9075259;Je to po prvýkrát, čo som si postlal!
8989713;Our beds are made.;9075260;Naše postele sú ustlané.
8989713;Our beds are made.;9075261;Naše postele sú postlané.
8989713;Our beds are made.;9075262;Naše postele sú zastlané.
6282977;The bed's not made.;9075264;Posteľ nie je ustlaná.
6284914;The bed was perfectly made.;9075266;Posteľ bola dokonale vyrobená.
1434;I love you.;2428551;Milujem ťa!
740938;I love snow.;9075269;Milujem sneh.
3287081;You deserve nothing but the best.;9075270;Zaslúžiš si len to najlepšie.
3312680;We can't trust Tom.;9075275;Nemôžeme dôverovať Tomovi.
3914090;Did you kiss him goodbye?;9075278;Pobozkala si ho na rozlúčku?
9009842;You need to break this bad habit.;9075279;Musíte sa zbaviť tohto zlozvyku.
2895296;When did you go to sleep?;9075282;Kedy si išiel spať?
2895296;When did you go to sleep?;9075284;Kedy si išla spať?
2895296;When did you go to sleep?;9075285;Kedy si šiel spať?
2895296;When did you go to sleep?;9075288;Kedy si šla spať?
2895296;When did you go to sleep?;9075290;Kedy ste išli spať?
2895296;When did you go to sleep?;9075291;Kedy ste šli spať?
6274669;Tom seemed wealthy.;9075292;Tom sa zdal byť bohatý.
297378;He is the fastest runner in our class.;9075293;Je najrýchlejším bežcom v našej triede.
5853682;What would I do without them?;9075296;Čo by som bez nich robila?
5853682;What would I do without them?;9075297;Čo by som bez nich robil?
1039433;And why not?;9075300;A prečo nie?
1024003;Tom was alone most of the time.;9075310;Tom bol väčšinou sám.
8554924;He was alone most of the time.;9075318;Väčšinu času bol sám.
2584306;This is a big house.;4124825;Toto je veľký dom.
3436660;This is a large house.;4124825;Toto je veľký dom.
2111936;Check this.;9075357;Toto prever.
2111936;Check this.;9075360;Toto over.
2111937;Check that.;9075366;Prever to.
2111937;Check that.;9075368;Over to.
5849663;It took longer than we expected.;9075400;Trvalo to dlhšie, než sme očakávali.
2548963;Tom used to smoke.;9075418;Tom fajčieval.
2451416;Tom told me that he spoke French.;9075429;Tom mi povedal, že hovorí francúzsky.
6805719;Tom told me he speaks French.;9075429;Tom mi povedal, že hovorí francúzsky.
6268738;Tom told me he spoke French.;9075429;Tom mi povedal, že hovorí francúzsky.
7214241;Tom told me that he speaks French.;9075429;Tom mi povedal, že hovorí francúzsky.
2723491;I'm eating bread.;9075447;Jem chlieb.
4864604;I am eating bread.;9075447;Jem chlieb.
1867478;I eat bread.;9075447;Jem chlieb.
4864607;They are eating bread.;9075458;Jedia chlieb.
6144423;We eat bread.;8987316;Jeme chlieb.
8866581;We're eating bread.;8987316;Jeme chlieb.
2247573;I will go.;9075472;Pôjdem.
1312;I'm going to go.;9075472;Pôjdem.
1174876;I'll go.;9075472;Pôjdem.
790043;I'm resting.;9075493;Odpočívam.
790043;I'm resting.;9075495;Oddychujem.
2549503;I'm on my break.;8465287;Mám prestávku.
2548667;I'm taking a break.;8465287;Mám prestávku.
2111930;Come inside.;9075510;Vojdite!
2111930;Come inside.;9075512;Vojdi!
2111930;Come inside.;8963110;Vstúpte!
2111930;Come inside.;9075516;Vstúp!
348091;Come in.;9075516;Vstúp!
1037169;Come in!;8963110;Vstúpte!
1037169;Come in!;9075516;Vstúp!
2251315;That's very impressive.;9075519;Je to veľmi pôsobivé.
1636104;This is very impressive.;9075519;Je to veľmi pôsobivé.
4871503;That's really impressive.;9075519;Je to veľmi pôsobivé.
4818011;That's really impressive!;9075519;Je to veľmi pôsobivé.
9075110;Turn on the computer.;9075531;Zapni počítač.
3775223;Tom, look what I found under the sofa.;9076044;Tom, pozri, čo som našiel pod pohovkou.
2548499;We'll have to wait.;9079627;Budeme musieť čakať.
3023524;Tom knew I'd be there.;9079902;Tom vedel, že tam budem.
4429420;I don't know why I'm laughing.;9079903;Neviem, prečo sa smejem.
34112;Come and join us.;9079908;Poď a pridaj sa k nám.
1525189;Do you sometimes study in the library?;9079909;Učíš sa niekedy v knižnici?
5234339;Do you come from Berlin?;9079919;Ste z Berlína?
8973358;I think that it'll rain tomorrow.;9079920;Myslím, že zajtra bude pršať.
8978768;My mother doesn’t like this coffee.;9079921;Moje mama nemá rada túto kávu.
8978776;That is not my school.;9079922;To nie je moja škola.
8979476;Every day counts.;9079924;Každý deň sa počíta.
8979589;Have you ever played chess?;9079925;Hral si už niekedy šach?
8979642;Everything will be decided today.;9079926;O všetkom sa rozhodne dnes.
7152588;They lived in Australia.;9079929;Žili v Austrálii.
7152584;They're in Australia.;9079930;Sú v Austrálii.
7163660;I'm in Australia.;9079932;Som v Austrálii.
8962799;These apples are for you.;9079933;Tieto jablká sú pre teba.
2543243;Don't forget to feed the dog.;9079934;Nezabudni nakŕmiť psa.
8975915;Whose cat is that?;9079936;Čia je to mačka?
7251682;Every day I get up at 6 o'clock.;9079938;Každý deň vstávam o šiestej.
2548254;I'm going into town.;8214994;Idem do mesta.
3735159;I'm going to town.;8214994;Idem do mesta.
4600215;This tree is about 300 years old.;9079953;Tento strom má zhruba tristo rokov.
4600214;This tree is approximately three hundred years old.;9079953;Tento strom má zhruba tristo rokov.
5975696;I'll probably come.;9080321;Asi prídem.
953266;Everywhere you look you can see children playing.;9084862;Kamkoľvek sa pozriete, môžete vidieť hrajúce sa deti.
3911892;Stop bad-mouthing her.;9084882;Prestaň ju ohovárať.
6520258;Maybe Tom and Mary were mistaken.;9084889;Možno sa Tom a Mária mýlili.
8160846;I go to the hairdresser's every month.;9084898;Každý mesiac chodievam do kaderníctva.
6341375;If you'd just asked me, I would've done that.;9084914;Stačilo požiadať a urobil by som to.
6870824;If you'd just asked me, I would have done that.;9084914;Stačilo požiadať a urobil by som to.
2242971;They're awake.;9084921;Sú hore.
2242971;They're awake.;9084923;Sú zobudení.
8667962;She gave up her seat to an older person.;9084925;Uvoľnila miesto staršiemu človeku.
3132850;How do we stop it from happening again?;9084938;Ako zabránime tomu, aby sa to nezopakovalo?
56277;I'm going home now.;9084946;Teraz idem domov.
2360541;I have to know why.;9084951;Musím vedieť prečo.
282462;My back still hurts.;9084962;Stále ma bolí chrbát.
4314181;She's probably very busy.;9091029;Pravdepodobne je veľmi zaneprázdnená.
2954674;You probably already knew that.;9092068;Asi si to už vedel.
2954674;You probably already knew that.;9092074;Pravdepodobne si to už vedel.
1719080;Have you ever inflated a balloon as big as this one?;9092075;Nafúkol si už niekedy takto veľký balón?
1719080;Have you ever inflated a balloon as big as this one?;9092077;Nafúkli ste už niekedy takto veľký balón?
533766;The keys are on the table.;9092088;Kľúče sú na stole.
9093662;You're a thief, Tom.;9095364;Si zlodej, Tom.
2380181;I looked everywhere, but I couldn't find Tom.;9095366;Všade som pozeral, ale nemohol som nájsť Toma.
7841824;They speak Kurdish.;9095370;Hovoria kurdsky.
1935317;You will regret this.;9095371;Budeš to ľutovať.
2160845;You will regret this!;9095371;Budeš to ľutovať.
2713701;You'll regret this.;9095371;Budeš to ľutovať.
2255390;You'll regret it.;9095371;Budeš to ľutovať.
6887201;I'm not as tall as Tom is.;9095374;Nie som tak vysoký ako Tom.
2713556;I'm not as tall as Tom.;9095374;Nie som tak vysoký ako Tom.
4976992;I wasn't raised that way.;9095433;Tak som nebol vychovaný.
4976992;I wasn't raised that way.;9095434;Tak som nebola vychovaná.
4983591;I wasn't raised like that.;9095433;Tak som nebol vychovaný.
4983591;I wasn't raised like that.;9095434;Tak som nebola vychovaná.
1891130;I'm still here.;9095437;Ešte som tu.
8087512;Thou shalt not steal.;9095582;Nepokradneš!
9007743;You shall not steal.;9095582;Nepokradneš!
2546744;I'd be really grateful.;9098217;Bol by som naozaj vďačný.
2546744;I'd be really grateful.;9098219;Bola by som naozaj vďačná.
24355;Summer days can be very, very hot.;9098223;Letné dni môžu byť veľmi, veľmi horúce.
7791510;You work a lot more than I do.;9098230;Pracuješ omnoho viac, než ja.
8405996;I can change that.;9098239;Môžem to zmeniť.
288439;He got the first prize.;9098247;Získal prvú cenu.
288410;He took the first prize.;9098247;Získal prvú cenu.
2047579;Be careful!;9098309;Buď opatrný!
2047579;Be careful!;9098314;Buď opatrná!
2047579;Be careful!;9098318;Buďte opatrná!
2047579;Be careful!;9098321;Buďte opatrný!
2047579;Be careful!;9098323;Buďte opatrní!
1849392;Be careful.;9098309;Buď opatrný!
1849392;Be careful.;9098314;Buď opatrná!
1849392;Be careful.;9098321;Buďte opatrný!
1849392;Be careful.;9098323;Buďte opatrní!
264910;The deer was running by itself.;9098370;Jeleň bežal sám.
3565072;It's very late now.;9098374;Teraz je veľmi neskoro.
296751;He missed the last train.;9098375;Zmeškal posledný vlak.
472087;She has blue eyes.;9098421;Má modré oči.
1384711;He has blue eyes.;9098421;Má modré oči.
471891;Her eyes are blue.;9098447;Jej oči sú modré.
287682;His eyes are blue.;9098453;Jeho oči sú modré.
3618845;I don't even know why I'm here.;9098469;Ani neviem, prečo som tu.
279153;Turn off the light.;9098489;Zhasni.
3442263;Turn off the lights.;9098489;Zhasni.
279153;Turn off the light.;9098510;Zhasnite.
3442263;Turn off the lights.;9098510;Zhasnite.
322984;Put out the light.;9098510;Zhasnite.
322984;Put out the light.;9098489;Zhasni.
9098387;There is a lot of food and bottles of wine on the table.;9098527;Na stole je veľa jedla a fliaš vína.
3529124;You should be the one to talk to Tom about what happened.;9098540;To ty by si si mal prehovoriť s Tomom o tom, čo sa stalo.
3529126;That's all I do here.;9098545;To je všetko, čo tu robím.
3528619;Well, I guess we should go.;9098550;No, myslím, že by sme mali ísť.
8087488;Thou shalt not commit adultery.;9098961;Nezosmilníš!
8087488;Thou shalt not commit adultery.;9098963;Nescudzoložíš!
694330;Thou shalt not kill.;9098973;Nezabiješ!
1487692;You must not kill.;9098973;Nezabiješ!
1509849;You shall not kill.;9098973;Nezabiješ!
8087443;Honour thy father and thy mother, that thou mayst be longlived upon the land which the Lord thy God will give thee.;9099005;Cti otca i matku svoju, aby si dlho žil na zemi, ktorú ti dá Pán, tvoj Boh!
2254678;Where's your dad?;2430531;Kde je tvoj otec?
3393241;Meet me at the library.;9099123;Stretneme sa v knižnici.
8729080;They looked exhausted.;9099127;Vyzerali vyčerpane.
8416292;Tom is a lucky kid.;9099132;Tom je šťastné dieťa.
7407230;They loved their children.;9099135;Milovali svoje deti.
7400249;He has said he should do that.;9099137;Povedal, že by to mal urobiť.
5277594;Tom can swim better than Mary.;9099140;Tom vie plávať lepšie ako Mária.
6335466;Tom can swim better than Mary can.;9099140;Tom vie plávať lepšie ako Mária.
8510353;Tom sold a gun to me.;9099152;Tom mi predal zbraň.
6528494;Tom doesn't think that'll happen today.;9099159;Tom si nemyslí, že sa to stane dnes.
6250925;Weren't you going to do that today?;9099164;Nechystal si sa to urobiť dnes?
6124412;Tom is probably asleep by now.;9099168;Tom už teraz pravdepodobne spí.
6094422;Aren't you satisfied, Tom?;9099170;Nie si spokojný, Tom?
258286;I am content with my job.;5312550;Som spokojný so svojou prácou.
8322916;I'm content with my job.;5312550;Som spokojný so svojou prácou.
6872883;I'm sure that you'll be satisfied.;2929948;Ja som si istý, že budeš spokojný.
6872882;I'm sure you'll be satisfied.;2929948;Ja som si istý, že budeš spokojný.
2202688;I'm contented.;1065105;Som spokojný.
4731502;Tom won't come to our party.;9099191;Tom nepríde na náš večierok.
5425994;Tom won't be coming to our party.;9099191;Tom nepríde na náš večierok.
3203718;Tom has already told Mary all about it.;9099200;Tom o tom všetkom Márii už povedal.
3172211;Do you think Tom is weak?;9099204;Myslíš, že je Tom slabý?
2669422;Humility is one of the seven holy virtues.;9099208;Pokora je jednou zo siedmych svätých cností.
2669422;Humility is one of the seven holy virtues.;9099210;Pokora je jednou zo siedmych svätých čností.
1911999;He hasn't done anything.;9099211;Nič neurobil.
8477712;He did nothing.;9099211;Nič neurobil.
1912000;She hasn't done anything.;9099212;Nič neurobila.
7538014;Tom is glad that Mary came.;9099213;Tom je rád, že Mária prišla.
7538056;Tom is glad Mary came.;9099213;Tom je rád, že Mária prišla.
7381532;Mary says she plans to win.;9099214;Mária hovorí, že sa chystá vyhrať.
7367629;Tom hasn't talked to us all week.;9099215;Tom s nami nehovoril celý týždeň.
6349524;What did Tom promise to do?;9099220;Čo Tom sľúbil urobiť?
5913699;I might need your help tomorrow.;9099224;Zajtra budem možno potrebovať vašu pomoc.
3955713;Saturn has an extensive ring system which is formed by a thousand individual rings.;9099230;Saturn má rozsiahlu prstencovú sústavu, tvorenú tisíckou jednotlivých prstencov.
8599870;Tom stood, too.;9099233;Tom tiež stál.
7177261;Tom said that Mary will likely be too slow.;9099237;Tom povedal, že Mária bude pravdepodobne príliš pomalá.
7006422;Tom said Mary will likely be too slow.;9099237;Tom povedal, že Mária bude pravdepodobne príliš pomalá.
6530998;Tom is still figuring it out.;9099238;Tom to stále zisťuje.
6253134;Tom said he's never eaten Thai food.;9099240;Tom povedal, že nikdy nejedol thajské jedlo.
7179439;Tom said that he's never eaten Thai food.;9099240;Tom povedal, že nikdy nejedol thajské jedlo.
3172050;I rescued Tom.;9099244;Zachránil som Toma.
5828957;I saved Tom.;9099244;Zachránil som Toma.
3160668;Please, don't drive so fast.;9099246;Prosím, nejazdi tak rýchlo.
3222727;Please don't drive so fast.;9099246;Prosím, nejazdi tak rýchlo.
2953282;Some people don't like dogs.;9099247;Niektorí ľudia nemajú radi psy.
2953282;Some people don't like dogs.;9099248;Niektorí ľudia nemajú radi psov.
2641022;I've only just started studying French.;9099254;Teprv som sa začal učiť francúzsky.
7734797;Tom asked for permission.;9099257;Tom si vypýtal povolenie.
7734797;Tom asked for permission.;9099258;Tom požiadal o povolenie.
2660289;But he has bad manners.;9099263;Má však zlé spôsoby.
2645700;Wasn't Tom in his room?;9099264;Nebol Tom v jeho izbe?
249146;We will stay here until Sunday.;9099266;Zostaneme tu do nedele.
309883;Is her story true?;9099271;Je jej príbeh pravdivý?
4047439;Tom wouldn't allow Mary to do that.;9099284;Tom by to Márii nedovolil urobiť.
6110998;Tom didn't let Mary do that.;9099292;Tom to Máriu nenechal urobiť.
6221185;Tom didn't allow Mary to do that.;9099293;Tom to Márii nedovolil urobiť.
4047438;Tom wouldn't let Mary do that.;9099296;Tom by to Máriu nenechal urobiť.
3913747;We can't leave him here.;9099298;Nemôžeme ho tu nechať.
3825454;I practiced every day.;9099299;Cvičil som každý deň.
2644845;Tom never mentioned Mary.;9099300;Tom nikdy nespomenul Máriu.
2644845;Tom never mentioned Mary.;9099301;Tom sa nikdy nezmieňoval o Márii.
2401492;She is the oldest of the three sisters.;9099302;Je najstaršou z troch sestier.
1092131;What did Tom expect Mary to do?;9099306;Čo Tom očakával, že Mária urobí?
5388728;Do you work alone?;9099311;Pracujete sám?
5388728;Do you work alone?;9099313;Pracujete sama?
5388728;Do you work alone?;9099314;Pracuješ sám?
5388728;Do you work alone?;9099315;Pracuješ sama?
3620319;Tom took a step towards Mary.;9099319;Tom urobil krok smerom k Márii.
3597583;Tom took a step toward Mary.;9099319;Tom urobil krok smerom k Márii.
2793041;Do you like the taste of lemons?;9099443;Máte radi chuť citrónov?
2793041;Do you like the taste of lemons?;9099444;Máš rád chuť citrónov?
2793041;Do you like the taste of lemons?;9099446;Chutia ti citróny?
2640899;I'm sorry about what happened yesterday.;9099447;Mrzí ma, čo sa stalo včera.
2640899;I'm sorry about what happened yesterday.;9099448;Je mi ľúto, čo sa stalo včera.
1853846;She's looking at me.;9099450;Pozerá sa na mňa.
1853846;She's looking at me.;9099452;Díva sa na mňa.
1853847;He's looking at me.;9099450;Pozerá sa na mňa.
1853847;He's looking at me.;9099452;Díva sa na mňa.
139171;I love you, sweetheart.;9099461;Milujem ťa, srdiečko.
6821886;Both of us should lose some weight.;9099462;Obaja by sme mali trochu schudnúť.
3449312;Tom knows where Mary went.;9099463;Tom vie, kde šla Mária.
2314984;I didn't leave the door open.;9099465;Nenechal som dvere otvorené.
2871543;Learning a foreign language requires perseverance.;9100831;Učenie cudzieho jazyka si vyžaduje vytrvalosť.
1564946;I will return earlier tomorrow.;9100901;Zajtra sa vrátim skôr.
1453722;He is still not back from the mountains.;9100970;Ešte stále sa nevrátil z hôr.
55312;I can't memorize so many of these letters.;9101062;Nemôžem si zapamätať toľkoto veľa písmen.
7681750;Give!;9115772;Daj!
7681750;Give!;9115773;Dajte!
6046862;Sing!;9115777;Spievaj!
6046862;Sing!;9115779;Spievajte!
2111520;Start singing.;9115782;Začni spievať.
2111520;Start singing.;9115783;Začnite spievať.
2283878;I sing.;9115789;Spievam.
3339206;I am singing.;9115789;Spievam.
2832562;I'm singing.;9115789;Spievam.
5007858;They sing.;9115802;Spievajú.
866509;Sing something, please.;9115804;Prosím, zaspievaj niečo.
9115787;We're patriots.;9115805;Sme vlastenci.
1595135;Two women sing.;9118349;Dve ženy spievajú.
774858;Two women are singing.;9118349;Dve ženy spievajú.
5300540;Run away!;9129970;Uteč!
25447;Still waters run deep.;2619034;Tichá voda brehy myje.
25461;Silent waters run deep.;2619034;Tichá voda brehy myje.
2343158;He does not run.;2431676;On nebeží.
2545747;Tom runs faster than me.;2912384;Tom beží rýchlejšie než ja.
4554828;The black cat runs fast.;4732551;Čierna mačka beží rýchlo.
2241434;We run together.;9129974;Bežíme spolu.
1349589;Why are we running?;9129975;Prečo bežíme?
1349589;Why are we running?;9129977;Prečo beháme?
5832728;Can we run now?;9129979;Môžeme teraz bežať?
6008187;We run every day.;9129981;Každý deň behávame.
5395408;We run into each other quite often.;9129984;Narážame na seba pomerne často.
672252;You run.;9129989;Bežíte.
672252;You run.;9129991;Beháš.
672252;You run.;9129992;Beháte.
69113;You run very fast.;9129995;Bežíš veľmi rýchlo.
69113;You run very fast.;9129996;Bežíte veľmi rýchlo.
4272378;They run.;9130003;Bežia.
4272378;They run.;9130004;Behajú.
4272378;They run.;9130005;Utekajú.
4272379;They are running.;9130003;Bežia.
4272379;They are running.;9130004;Behajú.
4272379;They are running.;9130005;Utekajú.
3743324;They ran.;9130013;Bežali.
3743324;They ran.;9130014;Behali.
3743324;They ran.;9130015;Utekali.
2243331;They started running.;9130016;Rozbehli sa.
672229;He ran.;9130024;Utekal.
672229;He ran.;9130025;Bežal.
672229;He ran.;9130026;Behal.
8478206;He was running.;9130024;Utekal.
8478206;He was running.;9130025;Bežal.
8478206;He was running.;9130026;Behal.
8143426;She ran.;9130037;Utekala.
8143426;She ran.;9130038;Bežala.
8143426;She ran.;9130039;Behala.
8395656;She was running.;9130037;Utekala.
